	NR	Malgruppe	Alder	Region	Kjonnsidentitet	KID_egne_ord	Cis	Spesifiser_Cis	Pronomener	Intersex	Seksuell_orientering_1	Seksuell_orientering_2	Seksuell_orientering_3	Seksuell_orientering_4	Seksuell_orientering_5	Seksuell_orientering_6	Seksuell_orientering_7	Seksuell_orientering_8	SO_egne_ord	Annen_RO	RO_1	RO_2	RO_3	RO_4	RO_5	RO_6	RO_7	RO_8	RO_egne_ord	Synlig_Skeiv_1	Synlig_Skeiv_2	Synlig_Skeiv_3	Synlig_Skeiv_4	Synlig_Skeiv_5	Skeiv_ID	Marginalisert_ident	Spesifiser_marg_ident	Sist_besok	Hyppighet	Urban	Deichman	Valgt_andre_bib	UV	UBU	Andre_temaer	Arr	utlan	bla_i	datamaskin	still_spm	utrygt	m_med_respekt	feilkjonnet	antatt_orientering	Interaksjon_bibansatt_1	Interaksjon_bibansatt_2	Interaksjon_bibansatt_3	Interaksjon_bibansatt_4	Interaksjon_brukere_1	Interaksjon_brukere_2	Interaksjon_brukere_3	Interaksjon_brukere_4	Utvalg_KID	Utvalg_Orientering	Utvalg_Intersex	Utvalg_lykkelig	Utvalg_fag	Aldri_tenkt	Utrygt_stille_spm	Rep_matters_B	Bib_pleier_ha	Alltid_velkommen	Trygge_rom_gen_B	Ingen_rolle	Ingenting_tilby	Bibs_ansvar	Minoritetsstress_ansatte	Minoritetsstress_brukere	Lhbtiq_vennlig	Rom_for_forbedring	Andre_brukere	Helt_meg_selv	Ikke_velkommen	Ingen_rolle_IB	Trygge_rom_pers_IB	Trygge_rom_gen_IB	Godt_utvalg	Skeiv_medieforbruk_pos	Skeiv_medieforbruk_neg	Rep_matters_IB	Mer_skj_item	Mer_skj_skaper	Mer_skj_mangfold	Mer_faglitt	Mer_BU	Bedre_gjenfinning	Info	Kompetanseheving	Apne_ansatte	Tredje_KI	Selvbestemt_KID	Endre_KID	Toaletter	Pronomen_bruk	Nulltoleranse	Skilting	Behov_kompetanseheving	Overall_tilfredshet	Svartid
201	12535403	Y	45-60	V	K		N		Hun	N			Bi						Bifil	N										Y					2.0	N		Mindre enn 3 måneder siden	6-9 ganger	Y	N	N	1.0	-2.0	0.0	-2.0	0.0	0.0	-1.0	-1.0	-2.0	2.0	N	N				N	Y_Pos				-2.0	-2.0	-2.0	-2.0	-1.0	-2.0	-1.0	2.0	-1.0	2.0	2.0	-1.0	-2.0	2.0	-2.0	-1.0	2.0	1.0	0.0	2.0									2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	7.0	6.0	19 minutter 59 sekunder
202	12535651	Y	16-29	V	K		Y		hun/henne	N					Q					N										Y	S				2.0	Y		3-11 måneder siden	1-2 ganger	Y	N	N	-1.0	-1.0	0.0	1.0	1.0	-2.0	-2.0	-2.0	-2.0	1.0	N	U				N			U		-2.0	-1.0		-1.0	1.0	-2.0	-1.0	2.0		0.0	0.0	0.0	-1.0	2.0	-2.0	-2.0	1.0	2.0	1.0	-2.0									2	2	2	2	2	2	2	2	-1	2	2	2	2	2	2	-1	6.0	5.0	19 minutter 18 sekunder
203	12535729	Y	30-44	V	K	Kvinne	Y		Hun/henne	N				LG	Q				Lesbisk	N										Y					1.0	U	Bipolar, uføretrygdet.	1-3 år siden	1-2 ganger	N	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-1.0	2.0	Y	U				N				N	2.0	-2.0		-1.0	-1.0	-1.0	2.0	2.0	-1.0	-2.0	-2.0	-2.0	-1.0	2.0	1.0	2.0	0.0	1.0	2.0	-2.0									2	2	2	2	2	2	2	1	2	2	1	0	2	0	2	1	6.0	2.0	36 minutter 56 sekunder
204	12536113	Y	16-29	T	M		Y		Han	N				LG	Q					N												I			1.0	N		3-11 måneder siden	3-5 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-1.0	1.0	N	N				N			U							2.0		2.0		2.0	2.0	2.0	-1.0	1.0	1.0	1.0	2.0	0.0	2.0	1.0									2	2	2	2	2	2	2	2	-1	1	1	1	1	0	2	1	7.0	5.0	2 timer 47 minutter 23 sekunder
205	12536312	Y	30-44	O	M	Mann	Y		Han	N				LG					Homo	N												I			1.0	N		3-6 år siden	1-2 ganger		Y	N					-1.0	-2.0	-2.0	-2.0	-2.0	2.0	N	U			U				U	N	0.0	-1.0	0.0	0.0		2.0	-1.0	1.0		0.0	2.0	2.0	1.0	2.0	-2.0	-2.0	2.0	0.0	1.0	2.0									1	1	1	1	1	0	2	2	1	2	2	0	1	-1	2	1	6.0	6.0	10 minutter 49 sekunder
206	12536943	Y	45-60	O	M		Y		han/ham	N				LG						N											S				0.0	U		6 år siden eller mer																																													-2.0	2.0	-1.0	2.0	1.0	2.0	0.0	2.0	1	1	1	2	1	1	0	1	2	0	1	0	0	0	2	2			6 minutter 56 sekunder
207	12537879	Y	30-44	O	M	Mann	Y		Han	N				LG					Gay	N										Y					1.0	Y		Mindre enn 3 måneder siden	10-19 ganger		Y	N	-1.0	0.0	2.0	0.0	-1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	1.0	1.0	1.0	-1.0	0.0	0.0	-2.0	0.0	1.0	2.0	2.0	2.0	-1.0	0.0	0.0	-2.0	2.0	1.0	2.0	2.0									1	0	2	0	1	-1	0	0	-1	2	1	1	2	1	2	1	5.0	6.0	16 minutter 30 sekunder
208	12538086	Y	45-60	O	M		Y		han/ham/hans	N				LG						N										Y					1.0	Y		3-11 måneder siden	3-5 ganger		Y	N	-2.0	-1.0	-2.0	-2.0	-1.0	0.0	-2.0	-1.0	-2.0	2.0	N	Y			U		Y_Pos	Y_Neg			-1.0	-1.0		0.0	-1.0	2.0	1.0	1.0	1.0	-1.0	1.0	1.0	-2.0	1.0	-1.0	1.0	2.0	1.0	1.0	-1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	5.0	4.0	42 minutter 9 sekunder
209	12538231	Y	30-44	O	K		Y		Hun/henne eller hen	N			Bi							SU			Bi											U	1.0	Y		Mindre enn 3 måneder siden	6-9 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-1.0	0.0	-2.0	-2.0	0.0	0.0	N	U			U				U		2.0	-2.0		-2.0	-2.0	0.0	2.0	2.0	-2.0	-1.0	-1.0	-1.0	0.0	2.0	2.0	2.0	0.0	2.0	1.0	-1.0									2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	0	7.0	1.0	28 minutter 17 sekunder
210	12539190	Y	16-29	O	M		Y		Han	N				LG	Q					N												I	N		1.0	N		3-11 måneder siden	3-5 ganger		Y	N	-1.0	-2.0	-2.0	-1.0	0.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-1.0		-1.0		-1.0	-1.0	1.0	0.0	1.0	0.0	1.0	-1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0									2	1	1	0	1	2	-1	0	0	1	0	0	2	-1	2	-1	4.0	5.0	8 minutter 26 sekunder
211	12540039	Y	16-29	O	SU	Kvinne, men tviler mer og mer på den betegnelsen. Er ganske komfortabel i meg selv så merker at det ikke utgjør en større forskjell i livet mitt heller	SU		Hun/henne	N			Bi							N											S				1.0	N		Mindre enn 3 måneder siden	6-9 ganger		Y	N	-1.0	-1.0	-2.0	-1.0	0.0	-1.0	-2.0	-2.0	-2.0	0.0	N	N				N				N	1.0	-2.0		-1.0	-1.0	2.0		2.0				-1.0	1.0	2.0	-2.0	-2.0	1.0	2.0		1.0									1	2	2	2	2	1	2	2	2	2	1	0	2	2	2	0	7.0	4.0	11 minutter 7 sekunder
212	12542078	Y	16-29	O	K		Y		Hun/henne	N			Bi		Q				Bifil	N												I			1.0	U	Overvektig med kronisk, usynlig sykdom	Mindre enn 3 måneder siden	20-39 ganger	Y	N	N	-2.0	-1.0	0.0	-2.0	-1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	Y				N				N	2.0	-2.0		1.0	0.0	2.0	-1.0	2.0		2.0	1.0	2.0	-2.0	2.0	-1.0	-1.0	1.0	2.0	-1.0	1.0									2	2	2	2	2	0	1	2	-1	2	2	2	2	1	2	2	6.0	3.0	36 minutter 54 sekunder
213	12542237	Y	16-29	T	K	Kvinne, dame	Y		Hun/henne	N				LG	Q				Lesbisk, gay, queer, woman loving women, kvinneelskede kvinne	N												I			2.0	N		3-11 måneder siden	1-2 ganger	Y	N	Y	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-2.0	0.0	1.0	0.0	N	Y		Y_Neg				Y_Neg			2.0	-2.0		-2.0	-1.0	-2.0	1.0	2.0	-2.0	-1.0	-1.0	-2.0	1.0	2.0	1.0	2.0	0.0	2.0	1.0	-2.0									2	2	1	2	2	2	2	2	0	0	0	0	0	0	2	2	6.0	2.0	10 minutter 56 sekunder
214	12542466	Y	45-60	O	K		Y		hun/henne	N				LG						N												I			2.0	Y		Mindre enn 3 måneder siden	3-5 ganger		Y	Y	0.0	-1.0	0.0	-2.0	-1.0	0.0	-1.0	-1.0	-1.0	1.0	N	Y	Y_Pos	Y_Neg					U		2.0	-1.0		-1.0	0.0	-1.0	-1.0	2.0	-1.0	1.0	1.0	-1.0	-1.0	1.0	-2.0	-2.0	2.0	2.0	1.0	1.0									2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	5.0	5.0	18 minutter 48 sekunder
215	12543232	Y	30-44	O	M		Y		Han/ham	N			Bi	LG	Q					SU			Bi	LG	Q							I			1.0	N		3-11 måneder siden	3-5 ganger	N	N	Y	0.0	0.0	-1.0	0.0	0.0	1.0	-2.0	-2.0	-2.0	2.0	N	N			U				U		2.0	1.0		1.0	-1.0	-2.0	1.0	2.0	-1.0	1.0	0.0	-1.0	-1.0	2.0	1.0	2.0	1.0	0.0	1.0	0.0									2	1	2	2	2	0	1	2	0	2	2	2	2	0	2	2	5.0	3.0	8 minutter 27 sekunder
216	12543235	Y	16-29	O	SU		N		hun/henne og de/dem	N			Bi							N											S				1.0	U	Har en innvandrerforelder, så spørsmål om norsk-het er et ukomfortabelt tema i offentligheten	Mindre enn 3 måneder siden	6-9 ganger		Y	N	-2.0	-1.0	-2.0	-1.0	0.0	0.0	-2.0	-2.0	0.0	2.0	N	N				N				N	-2.0	-1.0		-1.0	-1.0	-2.0	1.0	2.0	1.0	1.0	1.0	-1.0	-1.0	2.0	1.0	1.0	1.0	2.0	2.0	-1.0									2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	7.0	5.0	13 minutter 30 sekunder
217	12543542	Y	16-29	O	K		Y		Hun/henne	N			Bi						Bifil	N												I			-1.0	U	Mentale lidelser	3-6 år siden	1-2 ganger		Y	N					0.0	0.0	0.0	-2.0	1.0	1.0	N	Y			U				U		-1.0	-2.0	-2.0	-2.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7.0	2.0	18 minutter 47 sekunder
218	12543678	Y	30-44	O	K		Y		Hun/henne	N			Bi						Pan	N										Y					2.0	Y		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	Y	1.0	1.0	1.0	1.0	1.0	-1.0	-2.0	0.0	-2.0	2.0	N	N				N	Y_Pos				2.0	1.0		-1.0	-2.0	-2.0	-2.0	2.0	2.0	2.0	1.0	2.0	-2.0	2.0	-2.0	-2.0	2.0	2.0	1.0	2.0									2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	5.0	5.0	17 minutter 41 sekunder
219	12543902	Y	16-29	V	M		N		Han/ham	U	Ace	Het	Bi	LG	Q	Fluid	SU		Skeiv	SU	Aro	Het	Bi	LG	Q	Fluid	SU				S	I			1.0	N		Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	-2.0	-2.0	0.0	-2.0	1.0	1.0	0.0	-2.0	0.0	1.0	U	N			U				U		-2.0	0.0		1.0	-2.0	-2.0	1.0	2.0	-2.0	0.0	0.0	0.0	-2.0	-1.0	2.0	2.0	0.0	0.0	0.0	-2.0									2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	4.0	3.0	16 minutter 18 sekunder
220	12544095	Y	30-44	O	IB	Skeiv	N		Hun eller Hen	N					Q				Skeiv	N										Y					2.0	Y		Mindre enn 3 måneder siden	20-39 ganger	Y	N	Y	-1.0	-1.0	0.0	-1.0	0.0	1.0	-2.0	-2.0	-1.0	1.0	Y	Y			U			Y_Neg			-1.0	1.0		-2.0	-2.0	-2.0	1.0	2.0	0.0	1.0	1.0	1.0	-2.0	1.0	1.0	-1.0	1.0	0.0	1.0	-1.0									2	2	2	1	2	0	0	1	0	2	0	2	2	0	2	1	5.0	3.0	30 minutter 57 sekunder
221	12544108	Y	30-44	O	K	Kvinne	Y		Hun	N				LG	Q					Y					Q					Y					2.0	N		1-3 år siden	1-2 ganger		Y	N	-2.0	-1.0	0.0	0.0	0.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-1.0	-1.0	-2.0	-2.0		1.0	-2.0	2.0		2.0	2.0	1.0	-2.0	2.0	-2.0	1.0	2.0	1.0	2.0	2.0									2	1	2	1	2	2	-1	1	1	2	1	2	2	2	2	2	5.0	6.0	7 minutter 40 sekunder
222	12544215	Y	16-29	O	K		Y		hun/henne	N				LG						N												I			2.0	N		Mindre enn 3 måneder siden	20-39 ganger		Y	N	-1.0	-2.0	0.0	-1.0	0.0	-1.0	-2.0	-2.0	-2.0	1.0	N	U				N				N	2.0	0.0		-1.0	0.0	-2.0		2.0	-1.0	2.0	2.0	1.0	-2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0									2	2	2	1	2	1	0	1	2	2	2	2	2	2	2	1	5.0	3.0	10 minutter 38 sekunder
223	12544599	Y	45-60	V	K	Kvinne	Y		Ho/henne	N				LG					Lesbisk	N												I			1.0	U	Overvektig nynorskbrukar	Mindre enn 3 måneder siden	6-9 ganger	Y	N	Y	1.0	1.0	1.0	1.0	0.0	-1.0	-2.0	0.0	-1.0	2.0	N	Y			U					N	2.0	-1.0		0.0	1.0	-2.0	-1.0	2.0	-2.0	2.0	2.0	0.0	-2.0	2.0	-1.0	-2.0	2.0	0.0	1.0	1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	6.0	4.0	18 minutter 4 sekunder
224	12544619	Y	30-44	O	K	Kvinne/dame	Y		Hun/henne eller hen/hen	N			Bi						Vet ikke. Sier ikke	Y		Het							Forelsker meg oftest i menn			I			1.0	N		Mindre enn 3 måneder siden	3-5 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	0.0	0.0	-1.0	1.0	-2.0	2.0	N	U				N				N	1.0	0.0	1.0	1.0	0.0	0.0	-2.0	2.0	1.0	2.0	2.0	2.0	-2.0	2.0	-2.0	-2.0	2.0	0.0	2.0	0.0									1	1	1	1	2	0	1	0	2	0	0	0	2	-2	2	2	4.0	4.0	20 minutter 24 sekunder
225	12544626	Y	45-60	O	K		N		Hun/henne	N	Ace			LG					Lesbisk/aromantisk/poly	N										Y					1.0	Y		3-11 måneder siden	1-2 ganger		Y	Y	-1.0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	Y	U		Y_Neg					U		-2.0	-2.0		0.0	-2.0	1.0	1.0	2.0	-1.0	-1.0	-1.0	-2.0	0.0	2.0	1.0	-2.0	-1.0	2.0	0.0	0.0									2	2	1	2	2	2	0	2	0	1	1	2	1	1	2	0	6.0	2.0	30 minutter 47 sekunder
226	12545114	Y	16-29	O	K		Y		Hun/henne	N			Bi			Fluid			Bifil	Y				LG	Q				Lesbisk				N		1.0	N		Mindre enn 3 måneder siden	3-5 ganger	N	N	Y	-2.0	-2.0	-2.0	-2.0	1.0	2.0	1.0	-2.0	0.0	0.0	N	Y				N				N	2.0	-2.0		-2.0	-2.0	-2.0	1.0	2.0	-2.0	1.0	-1.0	-1.0	1.0	2.0	0.0	1.0	-1.0	2.0	-1.0	0.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7.0	2.0	18 minutter 50 sekunder
227	12545228	Y	30-44	O	M		Y		Han/Ham	N				LG	Q					N										Y					2.0	Y		1-3 år siden	3-5 ganger		Y	Y	1.0	-1.0	0.0	0.0	0.0	-1.0	-2.0	-1.0	-2.0	2.0	N	N			U				U	N	2.0	-2.0		-2.0	1.0	-2.0	-2.0	2.0	1.0	2.0	2.0	-1.0	-2.0	2.0	-2.0	-1.0	1.0	2.0	1.0	2.0									2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	5.0	6.0	22 minutter 57 sekunder
228	12545485	Y	30-44	S	K		Y		hun/henne	N				LG						N													N		2.0	N		6 år siden eller mer																																													0.0	1.0	0.0	1.0	2.0	2.0	-2.0	2.0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2			30 minutter 11 sekunder
229	12545826	Y	30-44	S	M	Mann/gutt	Y		Han	N				LG					Homo	N										Y	S				2.0	Y		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	N	-1.0	-1.0	-2.0	-2.0	0.0	0.0	-2.0	-2.0	-1.0	2.0	N	Y				N	Y_Pos				2.0	-1.0		-2.0	0.0	-2.0	-1.0	2.0	0.0	1.0	1.0	-1.0	-2.0	2.0	-2.0	2.0	1.0	1.0	2.0	-1.0									1	0	2	0	1	0	1	0	-1	1	0	1	1	-1	2	0	5.0	3.0	17 minutter 4 sekunder
230	12547094	Y	30-44	T	M	Mann	Y		Han	N				LG					Homofil, skeiv	N												I			2.0	N		Mindre enn 3 måneder siden	10-19 ganger	N	N	N	-1.0	-1.0	-1.0	-1.0	-1.0	2.0	1.0	-1.0	1.0	-1.0	N	Y	Y_Pos	Y_Neg			Y_Pos	Y_Neg			-2.0	-2.0	-1.0	-1.0	-2.0	-2.0	2.0	2.0	-2.0	1.0	0.0	-1.0	1.0	2.0	1.0	2.0	1.0	2.0	0.0	-2.0									2	1	2	2	2	2	1	2	0	2	2	2	2	2	2	2	7.0	2.0	20 minutter 59 sekunder
231	12547312	Y	45-60	O	M		Y		han	N				LG						N												I			1.0	N		3-11 måneder siden	1-2 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	-1.0	-1.0	-1.0	-1.0	-2.0	2.0	N	N				N				N	2.0	2.0		1.0	1.0	-2.0	-2.0	1.0	1.0	2.0	2.0	2.0	-2.0	2.0	-2.0	-2.0	2.0	-2.0		2.0									1	1	1	1	1	0	0	0	-1	0	0	0	0	0	2	0	4.0	6.0	15 minutter 11 sekunder
232	12547435	Y	16-29	T	IB	Ikke-binær, transmaskulin	N		Hen, han	N			Bi						Bifil	N										Y					2.0	Y		Mindre enn 3 måneder siden	3-5 ganger	Y	N	N	-2.0	-2.0	-2.0	-1.0	0.0	0.0	-2.0	-2.0	-2.0	1.0	U	N			U				U		-2.0	-1.0		-1.0	0.0	-2.0	1.0	2.0	-1.0	1.0	1.0	0.0	-1.0	2.0	1.0	-2.0	1.0	2.0	0.0	1.0									2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	7.0	5.0	29 minutter 2 sekunder
233	12547602	Y	16-29	N	K		Y		Hun	N			Bi						Panfil	N										Y		I			2.0	U	Feminist, veganer	Mindre enn 3 måneder siden	1-2 ganger	Y	N	Y	-1.0	-1.0	-2.0	0.0	-2.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-1.0		-1.0		1.0	-2.0	2.0	0.0	2.0	1.0	1.0	-2.0	2.0	-1.0	-1.0	1.0			1.0									2	2	1	0	2	1	1	2	1	2	2	2	2	1	2	2	5.0	6.0	15 minutter 58 sekunder
234	12547684	Y	45-60	O	M	Homo	Y		Hun, de, han	N				LG					Homofil	N										Y					2.0	N		6 år siden eller mer																																													-2.0	2.0	-2.0	2.0	2.0	2.0	-2.0	2.0	2	2	2	2	2	2	-2	-1	-1	-2	-2	-2	-2	0	1	1			6 minutter 20 sekunder
235	12547918	Y	16-29	O	IB		N		De/dem	N				LG	Q					N											S	I			2.0	Y		3-6 år siden	1-2 ganger	Y	N	N					0.0	1.0	-1.0	-2.0	-2.0	2.0	Y	Y			U				U		-2.0	-2.0		0.0	-2.0	-2.0	1.0	2.0	0.0	0.0	1.0	-1.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	7.0	4.0	2 timer 55 minutter 46 sekunder
236	12547933	N	Over_60	S	K		N		Hun henne de dem han	N	Ace	Het								N													N		0.0	Y		3-11 måneder siden	3-5 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	1.0	N	N								N	0.0								0.0			0.0	0.0	0.0				0.0	0.0										-1	0	0	0	0	0	0	0	0	0	-2	-2	0	0	-2	0	1.0	4.0	20 minutter 51 sekunder
237	12547936	Y	16-29	O	K		Y		Hun/henne	N	Ace				Q					Y					Q							I			2.0	N		3-11 måneder siden	1-2 ganger		Y	N	-2.0	-2.0	-2.0	0.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	1.0	-2.0		-2.0	-2.0	1.0		2.0	-2.0	1.0	1.0	1.0	-1.0	2.0	-1.0	1.0	0.0	0.0	0.0	1.0									2	2	2	2	2	2	2	2	1	2	2	1	2	1	2	1	7.0	3.0	12 minutter 56 sekunder
238	12547946	Y	30-44	T	IB		SU		Hun/dem	N	Ace									N												I			1.0	Y		3-11 måneder siden	3-5 ganger	Y	N	Y	-1.0	-1.0	-1.0	-1.0	-2.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-2.0	-2.0	0.0	-1.0	-1.0	2.0	-2.0	2.0	0.0	2.0	2.0	2.0	1.0	2.0	-2.0	-2.0	1.0	0.0	2.0	2.0									2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	6.0	5.0	9 minutter 32 sekunder
239	12548010	Y	16-29	N	K	Kvinne-ish type person	Y		Hun/henne	N				LG	Q				Lesbisk, skeiv	N											S				2.0	U	Trolig på autismespekteret	3-11 måneder siden	6-9 ganger		Y	Y	-1.0	0.0	-2.0	0.0	0.0	1.0	-2.0	-2.0	-1.0	1.0	N	U			U				U		1.0	-1.0		-1.0	-2.0	-2.0	1.0	2.0	-1.0	1.0	-1.0	-1.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	-1.0									2	2	2	2	2	1	0	1	-1	1	1	2	2	-1	2	-1	5.0	3.0	18 minutter 1 sekund
240	12548157	Y	16-29	N	K		Y		hun/henne	N			Bi		Q	Fluid				N													N	U	2.0	N		1-3 år siden	10-19 ganger	N	N	N	-2.0	-1.0	0.0	0.0	0.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-1.0			1.0	-2.0	-1.0	1.0	1.0	2.0	2.0	2.0	-2.0	0.0	-1.0	1.0	2.0	-1.0	2.0	2.0									1	-1	-1	1	1	0	1	0	-2	1	1	1	1	-1	2	1	5.0	7.0	12 minutter 18 sekunder
241	12548226	Y	30-44	N	K		Y		Hun/henne	N			Bi							N											S				0.0	N		Mindre enn 3 måneder siden	6-9 ganger	N	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N			U				U		-2.0	-2.0	-2.0	-2.0	-2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	1.0	-2.0	0.0	0.0	0.0	0.0	0.0									2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	7.0	4.0	18 minutter 7 sekunder
242	12548250	Y	16-29	T	SU	Genderqueer	SU		Hen	N			Bi		Q	Fluid			Bifil	N											S				2.0	N		Mindre enn 3 måneder siden	6-9 ganger	Y	N	N	-2.0	-2.0	0.0	-2.0	0.0	0.0	-2.0	-2.0	-1.0	1.0	U	U			U				U		-1.0	1.0		1.0	-1.0		1.0	2.0	1.0	0.0	1.0	-1.0	-2.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0									1	2	1	0	1	1	1	1	0	2	1	1	2	0	2	0	5.0	4.0	16 minutter 11 sekunder
243	12548256	Y	16-29	V	K		Y		Hun/henne	N	Ace		Bi		Q					Y			Bi		Q				Panromantisk		S	I			1.0	Y		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	N	0.0	1.0	0.0	-1.0	-2.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-2.0		1.0	-1.0	1.0	0.0	2.0	0.0	1.0	1.0	2.0	-1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6.0	3.0	13 minutter 40 sekunder
244	12548274	Y	16-29	O	IB		N		De/dem	N					Q					N										Y					2.0	Y		Mindre enn 3 måneder siden	20-39 ganger		Y	Y	-2.0	-2.0	-2.0	-1.0	1.0	-1.0	-2.0	-2.0	-2.0	2.0	Y	U			U				U		-1.0	-1.0		0.0	0.0	-1.0		2.0	-1.0	2.0	0.0	1.0	-1.0	2.0	0.0	-1.0	0.0	1.0	0.0	0.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5.0	5.0	18 minutter 54 sekunder
245	12548292	Y	16-29	T	K		Y		Hun/henne	U	Ace					Fluid			Ace	Y			Bi			Fluid			Pan	Y					2.0	N		3-11 måneder siden	3-5 ganger	Y	N	N	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-2.0	-1.0	-1.0	1.0	N	U			U		Y_Pos	Y_Neg			2.0	-2.0		-2.0	-1.0	-2.0	2.0	2.0	-2.0	0.0	-1.0	-1.0	-1.0	2.0	1.0	2.0	0.0	1.0	2.0	-1.0									2	2	2	1	2	1	1	1	2	2	0	1	2	0	2	1	6.0	4.0	23 minutter 22 sekunder
246	12548315	Y	16-29	O	K	Kvinne	Y		Hun/henne	N			Bi						Bi eller fluid	SU			Bi										N		0.0	N		Mindre enn 3 måneder siden	1-2 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N		0.0		-1.0	0.0	2.0	-2.0	0.0		2.0	2.0	2.0		2.0	-2.0	-2.0	0.0	0.0	1.0	2.0									2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	6.0	4.0	18 minutter 13 sekunder
247	12548520	Y	30-44	V	K		Y		Hun/henne	N				LG						N												I			0.0	N		Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	-1.0	-2.0	-1.0	-2.0	-1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	0.0				2.0	-2.0	-1.0		2.0	2.0	2.0	-2.0	0.0	-2.0	-2.0	2.0	0.0		2.0									1	1	0	0	2	-1	-1	-2	0	2	2	2	0	0	2	-1	3.0	7.0	11 minutter 50 sekunder
248	12548606	Y	30-44	O	NONE	Transmann	N		Han/hans/ham	N				LG	Q					N										Y					1.0	N		Mindre enn 3 måneder siden	10-19 ganger		Y	N	0.0	-2.0	1.0	0.0	0.0	0.0	-2.0	-1.0	-2.0	2.0	Y	N			U					N	-2.0	1.0	-1.0	-1.0	-1.0	-2.0	-2.0	1.0	1.0	-1.0	1.0	-1.0	-1.0	2.0	-1.0	-1.0	0.0	0.0	2.0	1.0									1	1	1	1	2	1	1	1	2	2	2	2	2	0	2	2	6.0	5.0	34 minutter 1 sekund
